Date,EURUSD
2016.11.23 21:54,1.0557
2016.11.23 21:54,1.0552
2016.11.23 21:17,1.0552
2016.11.23 21:17,1.0542
2016.11.23 21:17,1.0559
2016.11.23 21:17,1.0555
2016.11.23 20:41,1.0555
2016.11.23 20:41,1.0538
2016.11.23 20:41,1.0563
2016.11.23 20:41,1.0562
2016.11.23 20:04,1.0562
2016.11.23 20:04,1.0555
2016.11.23 20:04,1.0564
2016.11.23 20:04,1.0557
2016.11.23 19:28,1.0557
2016.11.23 19:28,1.0554
2016.11.23 19:28,1.0566
2016.11.23 19:28,1.056
2016.11.23 18:51,1.056
2016.11.23 18:51,1.055
2016.11.23 18:51,1.056
2016.11.23 18:51,1.0556
2016.11.23 18:15,1.0556
2016.11.23 18:15,1.0541
2016.11.23 18:15,1.0566
2016.11.23 18:15,1.0547
2016.11.23 17:38,1.0547
2016.11.23 17:38,1.0527
2016.11.23 17:38,1.0549
2016.11.23 17:38,1.0535
2016.11.23 17:02,1.0535
2016.11.23 17:02,1.0526
2016.11.23 17:02,1.0555
2016.11.23 17:02,1.0555
2016.11.23 16:25,1.0555
2016.11.23 16:25,1.0542
2016.11.23 16:25,1.0561
2016.11.23 16:25,1.0551
2016.11.23 15:49,1.0551
2016.11.23 15:49,1.0541
2016.11.23 15:49,1.0574
2016.11.23 15:49,1.0569
2016.11.23 15:12,1.0569
2016.11.23 15:12,1.0562
2016.11.23 15:12,1.0604
2016.11.23 15:12,1.0602
2016.11.23 14:36,1.0602
2016.11.23 14:36,1.0602
2016.11.23 14:36,1.0623
2016.11.23 14:36,1.0614
2016.11.23 13:59,1.0614
2016.11.23 13:59,1.0612
2016.11.23 13:59,1.0624
2016.11.23 13:59,1.0623
2016.11.23 13:23,1.0623
2016.11.23 13:23,1.0622
2016.11.23 13:23,1.0636
2016.11.23 13:23,1.0633
2016.11.23 12:46,1.0633
2016.11.23 12:46,1.0618
2016.11.23 12:46,1.0637
2016.11.23 12:46,1.0628
2016.11.23 12:10,1.0628
2016.11.23 12:10,1.0606
2016.11.23 12:10,1.0631
2016.11.23 12:10,1.0606
2016.11.23 11:33,1.0606
2016.11.23 11:33,1.0605
2016.11.23 11:33,1.0616
2016.11.23 11:33,1.0608
2016.11.23 10:57,1.0608
2016.11.23 10:57,1.06
2016.11.23 10:57,1.0614
2016.11.23 10:57,1.061
2016.11.23 10:20,1.061
2016.11.23 10:20,1.0607
2016.11.23 10:20,1.0623
2016.11.23 10:20,1.0621
2016.11.23 09:44,1.0621
2016.11.23 09:44,1.0616
2016.11.23 09:44,1.0634
2016.11.23 09:44,1.0632
2016.11.23 09:07,1.0632
2016.11.23 09:07,1.0631
2016.11.23 09:07,1.0644
2016.11.23 09:07,1.0643
2016.11.23 08:31,1.0643
2016.11.23 08:31,1.063
2016.11.23 08:31,1.0644
2016.11.23 08:31,1.0631
2016.11.23 07:54,1.0631
2016.11.23 07:54,1.0627
2016.11.23 07:54,1.0632
2016.11.23 07:54,1.0629
2016.11.23 07:18,1.0629
2016.11.23 07:18,1.0627
2016.11.23 07:18,1.063
2016.11.23 07:18,1.0627
2016.11.23 06:41,1.0627
2016.11.23 06:41,1.0622
2016.11.23 06:41,1.063
2016.11.23 06:41,1.0622
2016.11.23 06:05,1.0622
2016.11.23 06:05,1.0621
2016.11.23 06:05,1.0626
2016.11.23 06:05,1.0625
2016.11.23 05:28,1.0625
2016.11.23 05:28,1.062
2016.11.23 05:28,1.0627
2016.11.23 05:28,1.0626
2016.11.23 04:52,1.0626
2016.11.23 04:52,1.0623
2016.11.23 04:52,1.0631
2016.11.23 04:52,1.0629
2016.11.23 04:15,1.0629
2016.11.23 04:15,1.0626
2016.11.23 04:15,1.063
2016.11.23 04:15,1.0628
2016.11.23 03:39,1.0628
2016.11.23 03:39,1.0624
2016.11.23 03:39,1.0628
2016.11.23 03:39,1.0625
2016.11.23 03:02,1.0625
2016.11.23 03:02,1.0622
2016.11.23 03:02,1.0631
2016.11.23 03:02,1.0623
2016.11.23 02:26,1.0623
2016.11.23 02:26,1.0622
2016.11.23 02:26,1.0632
2016.11.23 02:26,1.0632
2016.11.23 01:49,1.0632
2016.11.23 01:49,1.0631
2016.11.23 01:49,1.0635
2016.11.23 01:49,1.0633
2016.11.23 01:13,1.0633
2016.11.23 01:13,1.0628
2016.11.23 01:13,1.0633
2016.11.23 01:13,1.0632
2016.11.23 00:36,1.0632
2016.11.23 00:36,1.0623
2016.11.23 00:36,1.0632
2016.11.23 00:36,1.0627
2016.11.23 00:00,1.0627
2016.11.23 00:00,1.0625
2016.11.23 00:00,1.0629
2016.11.23 00:00,1.0627
2016.11.22 23:43,1.0627
2016.11.22 23:43,1.0626
2016.11.22 23:43,1.063
2016.11.22 23:43,1.0627
2016.11.22 23:07,1.0627
2016.11.22 23:07,1.0624
2016.11.22 23:07,1.0629
2016.11.22 23:07,1.0628
2016.11.22 22:30,1.0628
2016.11.22 22:30,1.0619
2016.11.22 22:30,1.0629
2016.11.22 22:30,1.0626
2016.11.22 21:54,1.0626
2016.11.22 21:54,1.0619
2016.11.22 21:54,1.0627
2016.11.22 21:54,1.062
2016.11.22 21:17,1.062
2016.11.22 21:17,1.0614
2016.11.22 21:17,1.0622
2016.11.22 21:17,1.0619
2016.11.22 20:41,1.0619
2016.11.22 20:41,1.0611
2016.11.22 20:41,1.0622
2016.11.22 20:41,1.0613
2016.11.22 20:04,1.0613
2016.11.22 20:04,1.0612
2016.11.22 20:04,1.0625
2016.11.22 20:04,1.0623
2016.11.22 19:28,1.0623
2016.11.22 19:28,1.0621
2016.11.22 19:28,1.0628
2016.11.22 19:28,1.0624
2016.11.22 18:51,1.0624
2016.11.22 18:51,1.0615
2016.11.22 18:51,1.0639
2016.11.22 18:51,1.0618
2016.11.22 18:15,1.0618
2016.11.22 18:15,1.0608
2016.11.22 18:15,1.0625
2016.11.22 18:15,1.0609
2016.11.22 17:38,1.0609
2016.11.22 17:38,1.0584
2016.11.22 17:38,1.0617
2016.11.22 17:38,1.0587
2016.11.22 17:02,1.0587
2016.11.22 17:02,1.0584
2016.11.22 17:02,1.0623
2016.11.22 17:02,1.0618
2016.11.22 16:25,1.0618
2016.11.22 16:25,1.0615
2016.11.22 16:25,1.0626
2016.11.22 16:25,1.0622
2016.11.22 15:49,1.0622
2016.11.22 15:49,1.061
2016.11.22 15:49,1.0627
2016.11.22 15:49,1.061
2016.11.22 15:12,1.061
2016.11.22 15:12,1.0604
2016.11.22 15:12,1.0621
2016.11.22 15:12,1.0618
2016.11.22 14:36,1.0618
2016.11.22 14:36,1.0605
2016.11.22 14:36,1.0622
2016.11.22 14:36,1.062
2016.11.22 13:59,1.062
2016.11.22 13:59,1.0618
2016.11.22 13:59,1.0631
2016.11.22 13:59,1.063
2016.11.22 13:23,1.063
2016.11.22 13:23,1.0628
2016.11.22 13:23,1.0644
2016.11.22 13:23,1.0638
2016.11.22 12:46,1.0638
2016.11.22 12:46,1.0626
2016.11.22 12:46,1.0638
2016.11.22 12:46,1.0634
2016.11.22 12:10,1.0634
2016.11.22 12:10,1.063
2016.11.22 12:10,1.0649
2016.11.22 12:10,1.0648
2016.11.22 11:33,1.0648
2016.11.22 11:33,1.0641
2016.11.22 11:33,1.0658
2016.11.22 11:33,1.065
2016.11.22 10:57,1.065
2016.11.22 10:57,1.0636
2016.11.22 10:57,1.0658
2016.11.22 10:57,1.0638
2016.11.22 10:20,1.0638
2016.11.22 10:20,1.0621
2016.11.22 10:20,1.0639
2016.11.22 10:20,1.0622
2016.11.22 09:44,1.0622
2016.11.22 09:44,1.0612
2016.11.22 09:44,1.0622
2016.11.22 09:44,1.0616
2016.11.22 09:07,1.0616
2016.11.22 09:07,1.0605
2016.11.22 09:07,1.0619
2016.11.22 09:07,1.0619
2016.11.22 08:31,1.0619
2016.11.22 08:31,1.0614
2016.11.22 08:31,1.0626
2016.11.22 08:31,1.0625
2016.11.22 07:54,1.0625
2016.11.22 07:54,1.0623
2016.11.22 07:54,1.0633
2016.11.22 07:54,1.0629
2016.11.22 07:18,1.0629
2016.11.22 07:18,1.0625
2016.11.22 07:18,1.0633
2016.11.22 07:18,1.0625
2016.11.22 06:41,1.0625
2016.11.22 06:41,1.0624
2016.11.22 06:41,1.0632
2016.11.22 06:41,1.0631
2016.11.22 06:05,1.0631
2016.11.22 06:05,1.0627
2016.11.22 06:05,1.0632
2016.11.22 06:05,1.0629
2016.11.22 05:28,1.0629
2016.11.22 05:28,1.0626
2016.11.22 05:28,1.0634
2016.11.22 05:28,1.0626
2016.11.22 04:52,1.0626
2016.11.22 04:52,1.0625
2016.11.22 04:52,1.0631
2016.11.22 04:52,1.0627
2016.11.22 04:15,1.0627
2016.11.22 04:15,1.0626
2016.11.22 04:15,1.0635
2016.11.22 04:15,1.063
2016.11.22 03:39,1.063
2016.11.22 03:39,1.0629
2016.11.22 03:39,1.0644
2016.11.22 03:39,1.0643
2016.11.22 03:02,1.0643
2016.11.22 03:02,1.0637
2016.11.22 03:02,1.0646
2016.11.22 03:02,1.0639
2016.11.22 02:26,1.0639
2016.11.22 02:26,1.0634
2016.11.22 02:26,1.065
2016.11.22 02:26,1.0643
2016.11.22 01:49,1.0643
2016.11.22 01:49,1.0634
2016.11.22 01:49,1.0644
2016.11.22 01:49,1.0635
2016.11.22 01:13,1.0635
2016.11.22 01:13,1.0627
2016.11.22 01:13,1.0635
2016.11.22 01:13,1.0629
2016.11.22 00:36,1.0629
2016.11.22 00:36,1.0626
2016.11.22 00:36,1.0636
2016.11.22 00:36,1.0634
2016.11.22 00:00,1.0634
2016.11.22 00:00,1.0625
2016.11.22 00:00,1.0636
2016.11.22 00:00,1.0629
2016.11.21 23:43,1.063
2016.11.21 23:43,1.0626
2016.11.21 23:43,1.063
2016.11.21 23:43,1.0628
2016.11.21 23:07,1.0628
2016.11.21 23:07,1.0625
2016.11.21 23:07,1.064
2016.11.21 23:07,1.0626
2016.11.21 22:30,1.0626
2016.11.21 22:30,1.0617
2016.11.21 22:30,1.0631
2016.11.21 22:30,1.0617
2016.11.21 21:54,1.0617
2016.11.21 21:54,1.0605
2016.11.21 21:54,1.062
2016.11.21 21:54,1.0606
2016.11.21 21:17,1.0606
2016.11.21 21:17,1.0599
2016.11.21 21:17,1.0607
2016.11.21 21:17,1.0602
2016.11.21 20:41,1.0602
2016.11.21 20:41,1.0598
2016.11.21 20:41,1.0606
2016.11.21 20:41,1.0603
2016.11.21 20:04,1.0603
2016.11.21 20:04,1.059
2016.11.21 20:04,1.0605
2016.11.21 20:04,1.0601
2016.11.21 19:28,1.0601
2016.11.21 19:28,1.06
2016.11.21 19:28,1.061
2016.11.21 19:28,1.0608
2016.11.21 18:51,1.0608
2016.11.21 18:51,1.0593
2016.11.21 18:51,1.0614
2016.11.21 18:51,1.0599
2016.11.21 18:15,1.0599
2016.11.21 18:15,1.0599
2016.11.21 18:15,1.0628
2016.11.21 18:15,1.0623
2016.11.21 17:38,1.0623
2016.11.21 17:38,1.0616
2016.11.21 17:38,1.0631
2016.11.21 17:38,1.063
2016.11.21 17:02,1.063
2016.11.21 17:02,1.0624
2016.11.21 17:02,1.0637
2016.11.21 17:02,1.0627
2016.11.21 16:25,1.0627
2016.11.21 16:25,1.0616
2016.11.21 16:25,1.0635
2016.11.21 16:25,1.0619
2016.11.21 15:49,1.0619
2016.11.21 15:49,1.0611
2016.11.21 15:49,1.0643
2016.11.21 15:49,1.064
2016.11.21 15:12,1.064
2016.11.21 15:12,1.0622
2016.11.21 15:12,1.0646
2016.11.21 15:12,1.0629
2016.11.21 14:36,1.0629
2016.11.21 14:36,1.0628
2016.11.21 14:36,1.064
2016.11.21 14:36,1.0634
2016.11.21 13:59,1.0634
2016.11.21 13:59,1.0629
2016.11.21 13:59,1.0647
2016.11.21 13:59,1.0632
2016.11.21 13:23,1.0632
2016.11.21 13:23,1.0618
2016.11.21 13:23,1.0637
2016.11.21 13:23,1.0623
2016.11.21 12:46,1.0623
2016.11.21 12:46,1.0622
2016.11.21 12:46,1.0639
2016.11.21 12:46,1.0639
2016.11.21 12:10,1.0639
2016.11.21 12:10,1.062
2016.11.21 12:10,1.064
2016.11.21 12:10,1.0632
2016.11.21 11:33,1.0632
2016.11.21 11:33,1.0628
2016.11.21 11:33,1.0638
2016.11.21 11:33,1.0634
2016.11.21 10:57,1.0634
2016.11.21 10:57,1.0631
2016.11.21 10:57,1.0649
2016.11.21 10:57,1.0641
2016.11.21 10:20,1.0642
2016.11.21 10:20,1.0625
2016.11.21 10:20,1.0645
2016.11.21 10:20,1.0631
2016.11.21 09:44,1.0631
2016.11.21 09:44,1.0625
2016.11.21 09:44,1.0636
2016.11.21 09:44,1.0625
2016.11.21 09:07,1.0625
2016.11.21 09:07,1.0608
2016.11.21 09:07,1.0629
2016.11.21 09:07,1.0609
2016.11.21 08:31,1.0609
2016.11.21 08:31,1.0602
2016.11.21 08:31,1.0611
2016.11.21 08:31,1.0602
2016.11.21 07:54,1.0602
2016.11.21 07:54,1.0597
2016.11.21 07:54,1.0603
2016.11.21 07:54,1.0603
2016.11.21 07:18,1.0603
2016.11.21 07:18,1.0595
2016.11.21 07:18,1.0605
2016.11.21 07:18,1.0598
2016.11.21 06:41,1.0598
2016.11.21 06:41,1.0592
2016.11.21 06:41,1.0598
2016.11.21 06:41,1.0594
2016.11.21 06:05,1.0594
2016.11.21 06:05,1.0591
2016.11.21 06:05,1.0599
2016.11.21 06:05,1.0597
2016.11.21 05:28,1.0597
2016.11.21 05:28,1.0588
2016.11.21 05:28,1.0601
2016.11.21 05:28,1.06
2016.11.21 04:52,1.06
2016.11.21 04:52,1.0595
2016.11.21 04:52,1.0607
2016.11.21 04:52,1.0604
2016.11.21 04:15,1.0604
2016.11.21 04:15,1.0603
2016.11.21 04:15,1.0612
2016.11.21 04:15,1.0607
2016.11.21 03:39,1.0607
2016.11.21 03:39,1.0602
2016.11.21 03:39,1.0614
2016.11.21 03:39,1.0609
2016.11.21 03:02,1.0609
2016.11.21 03:02,1.0596
2016.11.21 03:02,1.061
2016.11.21 03:02,1.0603
2016.11.21 02:26,1.0603
2016.11.21 02:26,1.0597
2016.11.21 02:26,1.0611
2016.11.21 02:26,1.06
2016.11.21 01:49,1.06
2016.11.21 01:49,1.058
2016.11.21 01:49,1.06
2016.11.21 01:49,1.058
2016.11.21 01:13,1.058
2016.11.21 01:13,1.0579
2016.11.21 01:13,1.0587
2016.11.21 01:13,1.0586
2016.11.21 00:36,1.0586
2016.11.21 00:36,1.0585
2016.11.21 00:36,1.0591
2016.11.21 00:36,1.0591
2016.11.21 00:00,1.0591
2016.11.21 00:00,1.0587
2016.11.21 00:00,1.0594
2016.11.21 00:00,1.0594
2016.11.20 23:39,1.0594
2016.11.20 23:39,1.0592
2016.11.20 23:39,1.0596
2016.11.20 23:39,1.0595
2016.11.20 23:02,1.0595
2016.11.20 23:02,1.0593
2016.11.20 23:02,1.0601
2016.11.20 23:02,1.06
2016.11.20 22:26,1.06
2016.11.20 22:26,1.0598
2016.11.20 22:26,1.0606
2016.11.20 22:26,1.0605
2016.11.20 21:49,1.0605
2016.11.20 21:49,1.0592
2016.11.20 21:49,1.0612
2016.11.20 21:49,1.0603
2016.11.20 21:13,1.0603
2016.11.20 21:13,1.0601
2016.11.20 21:13,1.0606
2016.11.20 21:13,1.0602
2016.11.20 20:36,1.0602
2016.11.20 20:36,1.0594
2016.11.20 20:36,1.0614
2016.11.20 20:36,1.0613
2016.11.20 20:00,1.0613
2016.11.20 20:00,1.0591
2016.11.20 20:00,1.0615
2016.11.20 20:00,1.0593
2016.11.18 23:43,1.0588
2016.11.18 23:43,1.0586
2016.11.18 23:43,1.0597
2016.11.18 23:43,1.0597
2016.11.18 23:07,1.0597
2016.11.18 23:07,1.059
2016.11.18 23:07,1.0597
2016.11.18 23:07,1.0596
2016.11.18 22:30,1.0596
2016.11.18 22:30,1.0586
2016.11.18 22:30,1.0597
2016.11.18 22:30,1.0595
2016.11.18 21:54,1.0595
2016.11.18 21:54,1.0592
2016.11.18 21:54,1.0604
2016.11.18 21:54,1.0604
2016.11.18 21:17,1.0604
2016.11.18 21:17,1.06
2016.11.18 21:17,1.0607
2016.11.18 21:17,1.0603
2016.11.18 20:41,1.0603
2016.11.18 20:41,1.0593
2016.11.18 20:41,1.0604
2016.11.18 20:41,1.0599
2016.11.18 20:04,1.0599
2016.11.18 20:04,1.0585
2016.11.18 20:04,1.0606
2016.11.18 20:04,1.0589
2016.11.18 19:28,1.0589
2016.11.18 19:28,1.0583
2016.11.18 19:28,1.0595
2016.11.18 19:28,1.0592
2016.11.18 18:51,1.0592
2016.11.18 18:51,1.0588
2016.11.18 18:51,1.06
2016.11.18 18:51,1.0595
2016.11.18 18:15,1.0595
2016.11.18 18:15,1.0571
2016.11.18 18:15,1.0598
2016.11.18 18:15,1.0574
2016.11.18 17:38,1.0574
2016.11.18 17:38,1.0569
2016.11.18 17:38,1.0589
2016.11.18 17:38,1.0572
2016.11.18 17:02,1.0572
2016.11.18 17:02,1.0571
2016.11.18 17:02,1.0606
2016.11.18 17:02,1.06
2016.11.18 16:25,1.06
2016.11.18 16:25,1.0597
2016.11.18 16:25,1.0625
2016.11.18 16:25,1.061
2016.11.18 15:49,1.061
2016.11.18 15:49,1.0601
2016.11.18 15:49,1.0623
2016.11.18 15:49,1.0615
2016.11.18 15:12,1.0615
2016.11.18 15:12,1.0612
2016.11.18 15:12,1.0637
2016.11.18 15:12,1.0631
2016.11.18 14:36,1.0631
2016.11.18 14:36,1.0613
2016.11.18 14:36,1.0643
2016.11.18 14:36,1.0617
2016.11.18 13:59,1.0617
2016.11.18 13:59,1.0615
2016.11.18 13:59,1.0629
2016.11.18 13:59,1.0628
2016.11.18 13:23,1.0628
2016.11.18 13:23,1.0614
2016.11.18 13:23,1.0629
2016.11.18 13:23,1.0615
2016.11.18 12:46,1.0615
2016.11.18 12:46,1.0614
2016.11.18 12:46,1.0625
2016.11.18 12:46,1.0617
2016.11.18 12:10,1.0617
2016.11.18 12:10,1.06
2016.11.18 12:10,1.0623
2016.11.18 12:10,1.0601
2016.11.18 11:33,1.0601
2016.11.18 11:33,1.0598
2016.11.18 11:33,1.0613
2016.11.18 11:33,1.0604
2016.11.18 10:57,1.0604
2016.11.18 10:57,1.0599
2016.11.18 10:57,1.061
2016.11.18 10:57,1.0608
2016.11.18 10:20,1.0608
2016.11.18 10:20,1.0588
2016.11.18 10:20,1.0609
2016.11.18 10:20,1.0591
2016.11.18 09:44,1.0591
2016.11.18 09:44,1.0584
2016.11.18 09:44,1.0614
2016.11.18 09:44,1.0597
2016.11.18 09:07,1.0597
2016.11.18 09:07,1.0584
2016.11.18 09:07,1.0612
2016.11.18 09:07,1.0607
2016.11.18 08:31,1.0607
2016.11.18 08:31,1.0591
2016.11.18 08:31,1.0609
2016.11.18 08:31,1.0599
2016.11.18 07:54,1.0599
2016.11.18 07:54,1.0584
2016.11.18 07:54,1.0602
2016.11.18 07:54,1.0599
2016.11.18 07:18,1.0599
2016.11.18 07:18,1.0599
2016.11.18 07:18,1.0605
2016.11.18 07:18,1.0604
2016.11.18 06:41,1.0604
2016.11.18 06:41,1.06
2016.11.18 06:41,1.0608
2016.11.18 06:41,1.0601
2016.11.18 06:05,1.0601
2016.11.18 06:05,1.0599
2016.11.18 06:05,1.061
2016.11.18 06:05,1.0604
2016.11.18 05:28,1.0604
2016.11.18 05:28,1.0595
2016.11.18 05:28,1.0607
2016.11.18 05:28,1.0597
2016.11.18 04:52,1.0597
2016.11.18 04:52,1.0596
2016.11.18 04:52,1.0601
2016.11.18 04:52,1.0597
2016.11.18 04:15,1.0597
2016.11.18 04:15,1.059
2016.11.18 04:15,1.0602
2016.11.18 04:15,1.0599
2016.11.18 03:39,1.0599
2016.11.18 03:39,1.0588
2016.11.18 03:39,1.0606
2016.11.18 03:39,1.059
2016.11.18 03:02,1.059
2016.11.18 03:02,1.0582
2016.11.18 03:02,1.0615
2016.11.18 03:02,1.0615
2016.11.18 02:26,1.0615
2016.11.18 02:26,1.0605
2016.11.18 02:26,1.0616
2016.11.18 02:26,1.0613
2016.11.18 01:49,1.0613
2016.11.18 01:49,1.0612
2016.11.18 01:49,1.0628
2016.11.18 01:49,1.0621
2016.11.18 01:13,1.0621
2016.11.18 01:13,1.0621
2016.11.18 01:13,1.0629
2016.11.18 01:13,1.0628
2016.11.18 00:36,1.0628
2016.11.18 00:36,1.0624
2016.11.18 00:36,1.0629
2016.11.18 00:36,1.0624
2016.11.18 00:00,1.0624
2016.11.18 00:00,1.0621
2016.11.18 00:00,1.0628
2016.11.18 00:00,1.0626
2016.11.17 23:43,1.0626
2016.11.17 23:43,1.0623
2016.11.17 23:43,1.0628
2016.11.17 23:43,1.0625
2016.11.17 23:07,1.0625
2016.11.17 23:07,1.0621
2016.11.17 23:07,1.063
2016.11.17 23:07,1.0624
2016.11.17 22:30,1.0624
2016.11.17 22:30,1.062
2016.11.17 22:30,1.0626
2016.11.17 22:30,1.0623
2016.11.17 21:54,1.0623
2016.11.17 21:54,1.062
2016.11.17 21:54,1.0628
2016.11.17 21:54,1.0625
2016.11.17 21:17,1.0625
2016.11.17 21:17,1.0623
2016.11.17 21:17,1.0634
2016.11.17 21:17,1.0629
2016.11.17 20:41,1.0629
2016.11.17 20:41,1.0624
2016.11.17 20:41,1.0635
2016.11.17 20:41,1.0634
2016.11.17 20:04,1.0634
2016.11.17 20:04,1.0629
2016.11.17 20:04,1.0644
2016.11.17 20:04,1.0632
2016.11.17 19:28,1.0632
2016.11.17 19:28,1.063
2016.11.17 19:28,1.0657
2016.11.17 19:28,1.0656
2016.11.17 18:51,1.0656
2016.11.17 18:51,1.0652
2016.11.17 18:51,1.0658
2016.11.17 18:51,1.0653
2016.11.17 18:15,1.0653
2016.11.17 18:15,1.0652
2016.11.17 18:15,1.0678
2016.11.17 18:15,1.0677
2016.11.17 17:38,1.0677
2016.11.17 17:38,1.0663
2016.11.17 17:38,1.0682
2016.11.17 17:38,1.0673
2016.11.17 17:02,1.0673
2016.11.17 17:02,1.0669
2016.11.17 17:02,1.0698
2016.11.17 17:02,1.0689
2016.11.17 16:25,1.0689
2016.11.17 16:25,1.0685
2016.11.17 16:25,1.0714
2016.11.17 16:25,1.0714
2016.11.17 15:49,1.0714
2016.11.17 15:49,1.0682
2016.11.17 15:49,1.0715
2016.11.17 15:49,1.0688
2016.11.17 15:12,1.0688
2016.11.17 15:12,1.0682
2016.11.17 15:12,1.0732
2016.11.17 15:12,1.0713
2016.11.17 14:36,1.0713
2016.11.17 14:36,1.0704
2016.11.17 14:36,1.0734
2016.11.17 14:36,1.0733
2016.11.17 13:59,1.0733
2016.11.17 13:59,1.0726
2016.11.17 13:59,1.0746
2016.11.17 13:59,1.0735
2016.11.17 13:23,1.0735
2016.11.17 13:23,1.0728
2016.11.17 13:23,1.0739
2016.11.17 13:23,1.0728
2016.11.17 12:46,1.0728
2016.11.17 12:46,1.0727
2016.11.17 12:46,1.0735
2016.11.17 12:46,1.0728
2016.11.17 12:10,1.0728
2016.11.17 12:10,1.0717
2016.11.17 12:10,1.0732
2016.11.17 12:10,1.0718
2016.11.17 11:33,1.0718
2016.11.17 11:33,1.0716
2016.11.17 11:33,1.0732
2016.11.17 11:33,1.0724
2016.11.17 10:57,1.0724
2016.11.17 10:57,1.0722
2016.11.17 10:57,1.0736
2016.11.17 10:57,1.0727
2016.11.17 10:20,1.0727
2016.11.17 10:20,1.0709
2016.11.17 10:20,1.0727
2016.11.17 10:20,1.0722
2016.11.17 09:44,1.0722
2016.11.17 09:44,1.0702
2016.11.17 09:44,1.0728
2016.11.17 09:44,1.0704
2016.11.17 09:07,1.0704
2016.11.17 09:07,1.0689
2016.11.17 09:07,1.0704
2016.11.17 09:07,1.0689
